Fecha,Punto,Codigo,Producto,Factura,Precio,Otros Impuestos,IVA %,IVA $,Total Unitario,Cantidad,Total
25/09/24,Market Playa Dormida,4676,HIT LULO 500 ML,SM07124379,1750.7,0.0,19,332.63,2083.33,12,25000.0
25/09/24,Market Playa Dormida,1620,Gatorade Tropical Fruit X 500ml,SM07124379,2591.04,0.0,19,492.3,3083.34,12,37000.05
25/09/24,Market Playa Dormida,3606,Gatorade Fresa Kiwi Sin Azucar X500ml,SM07124379,2591.04,0.0,19,492.3,3083.34,15,46250.06
25/09/24,Market Playa Dormida,4375,Gatorade Azul X500ml,SM07124379,2591.04,0.0,19,492.3,3083.34,12,37000.05
25/09/24,Market Samaria,187,Rosas Te Hatsu Vidrio X400ml,SM07125676,3151.26,0.0,19,598.74,3750.0,6,22500.0
25/09/24,Market Samaria,1467,Gaseosa Colombiana 1.5 Lt,SM07125676,2702.75,0.0,19,513.52,3216.28,6,19297.67
25/09/24,Market Samaria,1458,Agua Cristal C/gas 600ml,SM07125676,1254.17,0.0,0,0.0,1254.17,1,1254.17
25/09/24,Market Samaria,1458,Agua Cristal C/gas 600ml,SM07125676,1074.07,0.0,0,0.0,1074.07,24,25777.71
25/09/24,Market Samaria,4679,AGUA CRISTAL X300ML,SM07125676,500.0,0.0,0,0.0,500.0,1,500.0
25/09/24,Market Samaria,4169,Amarillo Te Hatsu Vidrio X400ml,SM07125676,3151.26,0.0,19,598.74,3750.0,6,22500.0
25/09/24,Market Samaria,162,BRETAÑA  FRIOPACK X300ML,SM07125676,1950.0,0.0,0,0.0,1950.0,21,40950.0
25/09/24,Market Samaria,1462,JUGO HIT NARANJA PIÑA X 500ML,SM07125676,1750.7,0.0,19,332.63,2083.33,12,25000.0
25/09/24,Market Samaria,1462,JUGO HIT NARANJA PIÑA X 500ML,SM07125676,1499.3,0.0,19,284.87,1784.17,24,42820.0
25/09/24,Market Samaria,1466,Gaseosa Manzana Postobon 1.5 Lt,SM07125676,2702.75,0.0,19,513.52,3216.28,6,19297.67
25/09/24,Market Samaria,1190,Garrafa Agua 5 Litros Cristal,SM07125676,5737.88,0.0,0,0.0,5737.88,60,344272.8
25/09/24,Market Samaria,1460,JUGO HIT DE MANGO X 500ML,SM07125676,1750.7,0.0,19,332.63,2083.33,12,25000.0
25/09/24,Market Samaria,1460,JUGO HIT DE MANGO X 500ML,SM07125676,1499.3,0.0,19,284.87,1784.17,24,42820.0
25/09/24,Market Samaria,1469,Gaseosa Canada Dry 1.5,SM07125676,2998.6,0.0,19,569.73,3568.33,12,42820.0
25/09/24,Market Samaria,2610,Agua Cristal Botellon 20lts,SM07125676,11432.94,0.0,0,0.0,11432.94,9,102896.46
25/09/24,Market Samaria,4191,Jugo Hit Lulo Pet X 500 Ml,SM07125676,1750.7,0.0,19,332.63,2083.33,12,25000.0
25/09/24,Market Samaria,4191,Jugo Hit Lulo Pet X 500 Ml,SM07125676,1499.3,0.0,19,284.87,1784.17,24,42820.0
25/09/24,Market Samaria,1459,Jugo Hit De Mora X500ml,SM07125676,1750.7,0.0,19,332.63,2083.33,12,25000.0
25/09/24,Market Samaria,1459,Jugo Hit De Mora X500ml,SM07125676,1499.3,0.0,19,284.87,1784.17,24,42820.0
25/09/24,Market Samaria,1620,Gatorade Tropical Fruit X 500ml,SM07125676,2218.97,0.0,19,421.6,2640.57,36,95060.53
25/09/24,Market Samaria,1461,JUGO HIT DE FRUTAS TROPICALES X 500ML,SM07125676,1750.7,0.0,19,332.63,2083.33,12,25000.0
25/09/24,Market Samaria,1461,JUGO HIT DE FRUTAS TROPICALES X 500ML,SM07125676,1499.3,0.0,19,284.87,1784.17,24,42820.0
25/09/24,Market Samaria,4375,Gatorade Azul X500ml,SM07125676,2218.97,0.0,19,421.6,2640.57,36,95060.48
24/09/24,Market Two Towers,2610,Agua Cristal Botellon 20lts,SM07125316,13350.0,0.0,0,0.0,13350.0,6,80100.0
23/09/24,Market Samaria,1467,Gaseosa Colombiana 1.5 Lt,SM07120927,2647.53,0.0,19,503.03,3150.56,24,75613.35
23/09/24,Market Samaria,1464,H2O LIMONATA X 600 ML,SM07120927,1527.41,0.0,19,290.21,1817.62,15,27264.28
23/09/24,Market Samaria,1458,Agua Cristal C/gas 600ml,SM07120927,1052.12,0.0,0,0.0,1052.12,24,25250.96
23/09/24,Market Samaria,4172,Agua Cristal 600 Ml Sin Gas,SM07120927,1079.64,0.0,0,0.0,1079.64,240,259112.7
23/09/24,Market Samaria,4675,NATUMALTA LATA 269 ML,SM07120927,1390.06,0.0,19,264.11,1654.17,6,9925.03
23/09/24,Market Samaria,1462,JUGO HIT NARANJA PIÑA X 500ML,SM07120927,1468.66,0.0,19,279.05,1747.71,12,20972.5
23/09/24,Market Samaria,1466,Gaseosa Manzana Postobon 1.5 Lt,SM07120927,2647.53,0.0,19,503.03,3150.56,24,75613.35
23/09/24,Market Samaria,1190,Garrafa Agua 5 Litros Cristal,SM07120927,5620.63,0.0,0,0.0,5620.63,60,337237.8
23/09/24,Market Samaria,1469,Gaseosa Canada Dry 1.5,SM07120927,2937.32,0.0,19,558.09,3495.42,12,41944.99
23/09/24,Market Samaria,2610,Agua Cristal Botellon 20lts,SM07120927,11199.32,0.0,0,0.0,11199.32,6,67195.89
23/09/24,Market Samaria,4676,HIT LULO 500 ML,SM07120927,1468.66,0.0,19,279.05,1747.71,12,20972.5
23/09/24,Market Samaria,1620,Gatorade Tropical Fruit X 500ml,SM07120927,2173.62,0.0,19,412.99,2586.61,24,62078.68
23/09/24,Market Samaria,3606,Gatorade Fresa Kiwi Sin Azucar X500ml,SM07120927,2591.04,0.0,19,492.3,3083.34,12,37000.05
23/09/24,Market Samaria,1461,JUGO HIT DE FRUTAS TROPICALES X 500ML,SM07120927,1468.66,0.0,19,279.05,1747.71,12,20972.5
23/09/24,Market Samaria,4375,Gatorade Azul X500ml,SM07120927,2173.62,0.0,19,412.99,2586.61,24,62078.68
23/09/24,Market Playa Dormida,162,BRETAÑA  FRIOPACK X300ML,SM07119843,1950.0,0.0,0,0.0,1950.0,24,46800.0
23/09/24,Market Playa Dormida,1190,Garrafa Agua 5 Litros Cristal,SM07119843,6700.0,0.0,0,0.0,6700.0,8,53600.0
23/09/24,Market Playa Dormida,1460,JUGO HIT DE MANGO X 500ML,SM07119843,1750.7,0.0,19,332.63,2083.33,12,25000.0
23/09/24,Market Playa Dormida,2610,Agua Cristal Botellon 20lts,SM07119843,13350.0,0.0,0,0.0,13350.0,5,66750.0
23/09/24,Market Playa Dormida,1620,Gatorade Tropical Fruit X 500ml,SM07119843,2591.04,0.0,19,492.3,3083.34,12,37000.04
23/09/24,Market Playa Dormida,1183,Hatsu Soda Sandia & Albahaca 269ml,SM07119843,2135.85,0.0,19,405.81,2541.66,12,30499.94
23/09/24,Market Playa Dormida,187,Rosas Te Hatsu Vidrio X400ml,SM07119843,3151.26,0.0,19,598.74,3750.0,6,22500.0
23/09/24,Market Playa Dormida,1452,Soda Hatsu Frambuesa & Rosas X300ml,SM07119843,2135.85,0.0,19,405.81,2541.66,12,30499.94
20/09/24,Market Two Towers,1454,Redbull En Lata S/azucar X 250ml,SM07119855,4705.88,0.0,19,894.12,5600.0,4,22400.0
20/09/24,Market Two Towers,4675,NATUMALTA LATA 269 ML,SM07119855,1390.06,0.0,19,264.11,1654.17,6,9925.03
20/09/24,Market Two Towers,2610,Agua Cristal Botellon 20lts,SM07119855,13350.0,0.0,0,0.0,13350.0,3,40050.0
20/09/24,Market Two Towers,1620,Gatorade Tropical Fruit X 500ml,SM07119855,2591.04,0.0,19,492.3,3083.34,12,37000.05
18/09/24,Market Playa Dormida,1615,AGUA CRISTAL 1 LT. PET,SM07115393,1500.0,0.0,0,0.0,1500.0,12,18000.0
18/09/24,Market Playa Dormida,4375,Gatorade Azul X500ml,SM07115393,2591.04,0.0,19,492.3,3083.34,12,37000.06
18/09/24,Market Playa Dormida,2610,Agua Cristal Botellon 20lts,SM07115393,13350.0,0.0,0,0.0,13350.0,5,66750.0
17/09/24,Market Two Towers,4299,Heineken Lata 310ml,SM07115413,1845.75,0.0,19,350.69,2196.44,48,105429.24
17/09/24,Market Two Towers,4036,IMPOCONSUMO,SM07115413,8570.88,0.0,0,0.0,8570.88,1,8570.88
17/09/24,Market Two Towers,1190,Garrafa Agua 5 Litros Cristal,SM07115384,6700.0,0.0,0,0.0,6700.0,12,80400.0
17/09/24,Market Two Towers,2610,Agua Cristal Botellon 20lts,SM07115384,13350.0,0.0,0,0.0,13350.0,2,26700.0
17/09/24,Market Samaria,187,Rosas Te Hatsu Vidrio X400ml,SM07115761,3151.26,0.0,19,598.74,3750.0,6,22500.0
17/09/24,Market Samaria,1465,H2O LIMA LIMON X 600ML,SM07115761,1820.73,0.0,19,345.94,2166.67,15,32500.03
17/09/24,Market Samaria,1458,Agua Cristal C/gas 600ml,SM07115761,1254.17,0.0,0,0.0,1254.17,24,30100.08
17/09/24,Market Samaria,2874,Gaseosa Colombiana Cero 1.5ml,SM07115761,2801.12,0.0,19,532.21,3333.33,6,20000.0
17/09/24,Market Samaria,1622,SODA HATSU LIMON & HIERBABUENA,SM07115761,2135.85,0.0,19,405.81,2541.66,6,15249.97
17/09/24,Market Samaria,1190,Garrafa Agua 5 Litros Cristal,SM07115761,6700.0,0.0,0,0.0,6700.0,24,160800.0
17/09/24,Market Samaria,66,TE HATSU BLANCO MANGOSTINO 400 ML,SM07115761,3151.26,0.0,19,598.74,3750.0,6,22500.0
17/09/24,Market Samaria,1469,Gaseosa Canada Dry 1.5,SM07115761,3501.4,0.0,19,665.27,4166.67,24,99999.98
17/09/24,Market Samaria,2610,Agua Cristal Botellon 20lts,SM07115761,13350.0,0.0,0,0.0,13350.0,9,120150.0
17/09/24,Market Samaria,1453,Redbull Lata X 250ml,SM07115761,4842.44,0.0,19,920.06,5762.5,8,46100.01
17/09/24,Market Samaria,1468,GASEOSA BRETAÑA 1.5 LITROS,SM07115761,2801.12,0.0,0,0.0,2801.12,24,67226.88
17/09/24,Market Samaria,1620,Gatorade Tropical Fruit X 500ml,SM07115761,2591.04,0.0,19,492.3,3083.34,12,37000.04
17/09/24,Market Samaria,188,Negro Te Hatsu Vidrio X400ml,SM07115761,3151.26,0.0,19,598.74,3750.0,6,22500.0
17/09/24,Market Samaria,1459,Jugo Hit De Mora X500ml,SM07115761,1750.7,0.0,19,332.63,2083.33,12,25000.0
17/09/24,Market Samaria,4375,Gatorade Azul X500ml,SM07115761,2591.04,0.0,19,492.3,3083.34,24,74000.1
17/09/24,Market Samaria,4299,Heineken Lata 310ml,SN07115764,1845.75,178.56,19,350.69,2375.0,48,114000.12
17/09/24,Market Playa Dormida,4299,Heineken Lata 310ml,SM07115414,1845.75,0.0,19,350.69,2196.44,48,105429.24
17/09/24,Market Playa Dormida,4036,IMPOCONSUMO,SM07115414,8570.88,0.0,0,0.0,8570.88,1,8570.88
16/09/24,Market Samaria,1454,Redbull En Lata S/azucar X 250ml,SM07110849,4705.88,0.0,19,894.12,5600.0,12,67200.0
16/09/24,Market Samaria,1467,Gaseosa Colombiana 1.5 Lt,SM07110849,3155.95,0.0,19,599.63,3755.58,12,45066.97
16/09/24,Market Samaria,1452,Soda Hatsu Frambuesa & Rosas X300ml,SM07110849,2135.85,0.0,19,405.81,2541.66,12,30499.94
16/09/24,Market Samaria,4169,Amarillo Te Hatsu Vidrio X400ml,SM07110849,3151.26,0.0,19,598.74,3750.0,6,22500.0
16/09/24,Market Samaria,162,BRETAÑA  FRIOPACK X300ML,SM07110849,1950.0,0.0,0,0.0,1950.0,72,140400.0
16/09/24,Market Samaria,2601,ACQUA FRUTOS ROJOS 400ML,SM07110849,1052.94,0.0,19,200.06,1253.0,15,18794.98
16/09/24,Market Samaria,1466,Gaseosa Manzana Postobon 1.5 Lt,SM07110849,3155.95,0.0,19,599.63,3755.58,12,45066.97
16/09/24,Market Samaria,66,TE HATSU BLANCO MANGOSTINO 400 ML,SM07110849,3151.26,0.0,19,598.74,3750.0,6,22500.0
16/09/24,Market Samaria,2433,TE HATSU AZUL 400ML,SM07110849,3151.26,0.0,19,598.74,3750.0,6,22500.0
16/09/24,Market Samaria,2436,Rojo Te Hatsu Vidrio X400ml,SM07110849,3151.26,0.0,19,598.74,3750.0,6,22500.0
16/09/24,Market Samaria,1453,Redbull Lata X 250ml,SM07110849,4842.44,0.0,19,920.06,5762.5,12,69150.01
16/09/24,Market Samaria,1468,GASEOSA BRETAÑA 1.5 LITROS,SM07110849,2801.12,0.0,0,0.0,2801.12,12,33613.44
16/09/24,Market Samaria,3606,Gatorade Fresa Kiwi Sin Azucar X500ml,SM07110849,2591.04,0.0,19,492.3,3083.34,30,92500.13
16/09/24,Market Samaria,1183,Hatsu Soda Sandia & Albahaca 269ml,SM07110849,2135.85,0.0,19,405.81,2541.66,12,30499.94
16/09/24,Market Samaria,2238,POSTOBON ACQUA MANZANA X400ML,SM07110849,1052.94,0.0,19,200.06,1253.0,15,18794.98
16/09/24,Market Samaria,1461,JUGO HIT DE FRUTAS TROPICALES X 500ML,SM07110849,1750.7,0.0,19,332.63,2083.33,12,25000.0
16/09/24,Market Samaria,1620,Gatorade Tropical Fruit X 500ml,SM07110849,2591.04,0.0,19,492.3,3083.34,36,111000.12
13/09/24,Market Two Towers,1458,Agua Cristal C/gas 600ml,SM07110662,1254.17,0.0,0,0.0,1254.17,24,30100.08
13/09/24,Market Two Towers,4172,Agua Cristal 600 Ml Sin Gas,SM07110662,1154.0,0.0,0,0.0,1154.0,24,27696.0
13/09/24,Market Two Towers,1460,JUGO HIT DE MANGO X 500ML,SM07110662,1750.7,0.0,19,332.63,2083.33,12,25000.0
13/09/24,Market Two Towers,66,TE HATSU BLANCO MANGOSTINO 400 ML,SM07110662,3151.26,0.0,19,598.74,3750.0,6,22500.0
13/09/24,Market Two Towers,2610,Agua Cristal Botellon 20lts,SM07110662,13350.0,0.0,0,0.0,13350.0,1,13350.0
13/09/24,Market Two Towers,1183,Hatsu Soda Sandia & Albahaca 269ml,SM07110662,2135.85,0.0,19,405.81,2541.66,6,15249.97
13/09/24,Market Two Towers,1461,JUGO HIT DE FRUTAS TROPICALES X 500ML,SM07110662,1750.7,0.0,19,332.63,2083.33,12,24999.99
13/09/24,Market Two Towers,1615,AGUA CRISTAL 1 LT. PET,SM07110662,1500.0,0.0,0,0.0,1500.0,12,18000.0
13/09/24,Market Two Towers,1452,Soda Hatsu Frambuesa & Rosas X300ml,SM07110662,2135.85,0.0,19,405.81,2541.66,6,15249.97
13/09/24,Market Samaria,4666,MANI CON PASAS BARY X35G,SM07110846,811.59,121.74,19,154.2,1087.53,3,3262.6
13/09/24,Market Samaria,4667,MANI MIX ARANDANO BARY X35G,SM07110846,811.59,121.74,19,154.2,1087.53,3,3262.6
13/09/24,Market Samaria,4663,MANI CONFITADO BARY X35G,SM07110846,811.59,121.74,19,154.2,1087.53,3,3262.6
13/09/24,Market Samaria,4664,MANI LIMON BARY X35G,SM07110846,811.59,121.74,19,154.2,1087.53,3,3262.6
13/09/24,Market Samaria,4665,MANI CON SAL BARY X35G,SM07110846,811.59,121.74,19,154.2,1087.53,3,3262.6
13/09/24,Market Playa Dormida,1465,H2O LIMA LIMON X 600ML,SM07110733,1820.73,0.0,19,345.94,2166.67,15,32500.03
13/09/24,Market Playa Dormida,1464,H2O LIMONATA X 600 ML,SM07110733,1820.73,0.0,19,345.94,2166.67,12,26000.02
13/09/24,Market Playa Dormida,2874,Gaseosa Colombiana Cero 1.5ml,SM07110733,2801.12,0.0,19,532.21,3333.33,6,20000.0
13/09/24,Market Playa Dormida,162,BRETAÑA  FRIOPACK X300ML,SM07110733,1950.0,0.0,0,0.0,1950.0,24,46800.0
13/09/24,Market Playa Dormida,2436,Rojo Te Hatsu Vidrio X400ml,SM07110733,3151.26,0.0,19,598.74,3750.0,6,22500.0
13/09/24,Market Playa Dormida,1453,Redbull Lata X 250ml,SM07110733,4842.25,0.0,19,920.03,5762.28,4,23049.11
13/09/24,Market Playa Dormida,1468,GASEOSA BRETAÑA 1.5 LITROS,SM07110733,2801.12,0.0,0,0.0,2801.12,12,33613.44
13/09/24,Market Playa Dormida,3606,Gatorade Fresa Kiwi Sin Azucar X500ml,SM07110733,2591.04,0.0,19,492.3,3083.34,15,46250.06
11/09/24,Market Samaria,1454,Redbull En Lata S/azucar X 250ml,SM07105120,4705.88,0.0,19,894.12,5600.0,12,67200.0
11/09/24,Market Samaria,1465,H2O LIMA LIMON X 600ML,SM07105120,1820.73,0.0,19,345.94,2166.67,15,32500.03
11/09/24,Market Samaria,2602,ACQUA POSTOBON 400ML,SM07105120,1052.94,0.0,19,200.06,1253.0,15,18794.98
11/09/24,Market Samaria,1467,Gaseosa Colombiana 1.5 Lt,SM07105120,3155.95,0.0,19,599.63,3755.58,12,45066.97
11/09/24,Market Samaria,1464,H2O LIMONATA X 600 ML,SM07105120,1820.73,0.0,19,345.94,2166.67,15,32500.03
11/09/24,Market Samaria,1622,SODA HATSU LIMON & HIERBABUENA,SM07105120,2135.85,0.0,19,405.81,2541.66,12,30499.94
11/09/24,Market Samaria,4172,Agua Cristal 600 Ml Sin Gas,SM07105120,1154.0,0.0,0,0.0,1154.0,72,83088.0
11/09/24,Market Samaria,1452,Soda Hatsu Frambuesa & Rosas X300ml,SM07105120,2135.85,0.0,19,405.81,2541.66,12,30499.94
11/09/24,Market Samaria,2601,ACQUA FRUTOS ROJOS 400ML,SM07105120,1052.94,0.0,19,200.06,1253.0,15,18794.98
11/09/24,Market Samaria,1462,JUGO HIT NARANJA PIÑA X 500ML,SM07105120,1750.7,0.0,19,332.63,2083.33,12,25000.0
11/09/24,Market Samaria,1466,Gaseosa Manzana Postobon 1.5 Lt,SM07105120,3155.95,0.0,19,599.63,3755.58,24,90133.93
11/09/24,Market Samaria,1460,JUGO HIT DE MANGO X 500ML,SM07105120,1750.7,0.0,19,332.63,2083.33,12,25000.0
11/09/24,Market Samaria,1469,Gaseosa Canada Dry 1.5,SM07105120,3501.4,0.0,19,665.27,4166.67,24,99999.98
11/09/24,Market Samaria,2610,Agua Cristal Botellon 20lts,SM07105120,13350.0,0.0,0,0.0,13350.0,14,186900.0
11/09/24,Market Samaria,4191,Jugo Hit Lulo Pet X 500 Ml,SM07105120,1750.7,0.0,19,332.63,2083.33,12,25000.0
11/09/24,Market Samaria,1453,Redbull Lata X 250ml,SM07105120,4842.44,0.0,19,920.06,5762.5,12,69150.01
11/09/24,Market Samaria,3854,ACQUA MANZANA 1.5,SM07105120,2352.94,0.0,19,447.06,2800.0,12,33599.98
11/09/24,Market Samaria,1468,GASEOSA BRETAÑA 1.5 LITROS,SM07105120,2801.12,0.0,0,0.0,2801.12,48,134453.76
11/09/24,Market Samaria,1620,Gatorade Tropical Fruit X 500ml,SM07105120,2591.04,0.0,19,492.3,3083.34,60,185000.26
11/09/24,Market Samaria,3606,Gatorade Fresa Kiwi Sin Azucar X500ml,SM07105120,2591.04,0.0,19,492.3,3083.34,30,92500.13
11/09/24,Market Samaria,1183,Hatsu Soda Sandia & Albahaca 269ml,SM07105120,2135.85,0.0,19,405.81,2541.66,12,30499.94
11/09/24,Market Samaria,2238,POSTOBON ACQUA MANZANA X400ML,SM07105120,1052.94,0.0,19,200.06,1253.0,15,18794.98
11/09/24,Market Samaria,1459,Jugo Hit De Mora X500ml,SM07105120,1750.7,0.0,19,332.63,2083.33,12,25000.0
11/09/24,Market Samaria,2600,GASEOASA POSTOBON ACQUA FRUTOS ROJOS x1.5L,SM07105120,2352.94,0.0,19,447.06,2800.0,12,33599.98
11/09/24,Market Samaria,1461,JUGO HIT DE FRUTAS TROPICALES X 500ML,SM07105120,1750.7,0.0,19,332.63,2083.33,12,25000.0
11/09/24,Market Samaria,1615,AGUA CRISTAL 1 LT. PET,SM07105120,234.38,0.0,0,0.0,234.38,384,90000.0
11/09/24,Market Samaria,1621,Soda Hatsu Uva & Romero X300ml,SM07105120,2135.85,0.0,19,405.81,2541.66,12,30499.94
11/09/24,Market Samaria,1458,Agua Cristal C/gas 600ml,SM07105120,0.0,0.0,0,0.0,0.0,72,0.0
11/09/24,Market Samaria,1190,Garrafa Agua 5 Litros Cristal,SM07105120,0.0,0.0,0,0.0,0.0,140,0.0
10/09/24,Market Playa Dormida,1615,AGUA CRISTAL 1 LT. PET,SM07105759,1500.0,0.0,0,0.0,1500.0,48,72000.0
10/09/24,Market Playa Dormida,1461,JUGO HIT DE FRUTAS TROPICALES X 500ML,SM07105759,1750.7,0.0,19,332.63,2083.33,12,25000.0
10/09/24,Market Playa Dormida,67,Lila Te Hatsu Vidrio X400ml,SM07105759,3151.26,0.0,19,598.74,3750.0,6,22500.0
10/09/24,Market Playa Dormida,2600,GASEOASA POSTOBON ACQUA FRUTOS ROJOS x1.5L,SM07105759,2352.94,0.0,19,447.06,2800.0,12,33599.98
10/09/24,Market Playa Dormida,1459,Jugo Hit De Mora X500ml,SM07105759,1750.7,0.0,19,332.63,2083.33,12,25000.0
10/09/24,Market Playa Dormida,2238,POSTOBON ACQUA MANZANA X400ML,SM07105759,1052.94,0.0,19,200.06,1253.0,15,18794.98
10/09/24,Market Playa Dormida,188,Negro Te Hatsu Vidrio X400ml,SM07105759,3151.26,0.0,19,598.74,3750.0,6,22500.0
10/09/24,Market Playa Dormida,1620,Gatorade Tropical Fruit X 500ml,SM07105759,2591.04,0.0,19,492.3,3083.34,12,37000.05
10/09/24,Market Playa Dormida,1468,GASEOSA BRETAÑA 1.5 LITROS,SM07105759,2801.12,0.0,0,0.0,2801.12,12,33613.44
10/09/24,Market Playa Dormida,3854,ACQUA MANZANA 1.5,SM07105759,2352.94,0.0,19,447.06,2800.0,12,33599.98
10/09/24,Market Playa Dormida,4191,Jugo Hit Lulo Pet X 500 Ml,SM07105759,1750.7,0.0,19,332.63,2083.33,12,25000.0
10/09/24,Market Playa Dormida,2610,Agua Cristal Botellon 20lts,SM07105759,13350.0,0.0,0,0.0,13350.0,5,66750.0
10/09/24,Market Playa Dormida,1469,Gaseosa Canada Dry 1.5,SM07105759,3501.4,0.0,19,665.27,4166.67,12,49999.99
10/09/24,Market Playa Dormida,66,TE HATSU BLANCO MANGOSTINO 400 ML,SM07105759,3151.26,0.0,19,598.74,3750.0,6,22500.0
10/09/24,Market Playa Dormida,1190,Garrafa Agua 5 Litros Cristal,SM07105759,6700.0,0.0,0,0.0,6700.0,24,160800.0
10/09/24,Market Playa Dormida,1466,Gaseosa Manzana Postobon 1.5 Lt,SM07105759,3155.95,0.0,19,599.63,3755.58,12,45066.97
10/09/24,Market Playa Dormida,1462,JUGO HIT NARANJA PIÑA X 500ML,SM07105759,1750.7,0.0,19,332.63,2083.33,12,25000.0
10/09/24,Market Playa Dormida,1452,Soda Hatsu Frambuesa & Rosas X300ml,SM07105759,2135.85,0.0,19,405.81,2541.66,6,15249.97
10/09/24,Market Playa Dormida,4172,Agua Cristal 600 Ml Sin Gas,SM07105759,1154.0,0.0,0,0.0,1154.0,96,110784.0
10/09/24,Market Two Towers,1454,Redbull En Lata S/azucar X 250ml,SM07105690,4705.88,0.0,19,894.12,5600.0,4,22400.0
10/09/24,Market Two Towers,2610,Agua Cristal Botellon 20lts,SM07105690,13350.0,0.0,0,0.0,13350.0,14,186900.0
10/09/24,Market Samaria,4299,Heineken Lata 310ml,SM07105116,1845.75,0.0,19,350.69,2196.44,72,158143.86
10/09/24,Market Samaria,4036,IMPOCONSUMO,SM07105116,12856.32,0.0,0,0.0,12856.32,1,12856.32
06/09/24,Market Playa Dormida,1467,Gaseosa Colombiana 1.5 Lt,SM0795231,2801.12,0.0,19,532.21,3333.33,12,39999.99
06/09/24,Market Playa Dormida,4172,Agua Cristal 600 Ml Sin Gas,SM0795231,1154.0,0.0,0,0.0,1154.0,72,83088.0
06/09/24,Market Playa Dormida,162,BRETAÑA  FRIOPACK X300ML,SM0795231,1950.0,0.0,0,0.0,1950.0,24,46800.0
06/09/24,Market Playa Dormida,1462,JUGO HIT NARANJA PIÑA X 500ML,SM0795231,1750.7,0.0,19,332.63,2083.33,12,25000.0
06/09/24,Market Playa Dormida,1466,Gaseosa Manzana Postobon 1.5 Lt,SM0795231,2801.12,0.0,19,532.21,3333.33,12,39999.99
06/09/24,Market Playa Dormida,1190,Garrafa Agua 5 Litros Cristal,SM0795231,6700.0,0.0,0,0.0,6700.0,16,107200.0
06/09/24,Market Playa Dormida,1460,JUGO HIT DE MANGO X 500ML,SM0795231,1750.7,0.0,19,332.63,2083.33,12,25000.0
06/09/24,Market Playa Dormida,1469,Gaseosa Canada Dry 1.5,SM0795231,3501.4,0.0,19,665.27,4166.67,12,49999.99
06/09/24,Market Playa Dormida,2610,Agua Cristal Botellon 20lts,SM0795231,13350.0,0.0,0,0.0,13350.0,3,40050.0
06/09/24,Market Playa Dormida,1453,Redbull Lata X 250ml,SM0795231,4842.44,0.0,19,920.06,5762.5,8,46100.01
06/09/24,Market Playa Dormida,1620,Gatorade Tropical Fruit X 500ml,SM0795231,2591.04,0.0,19,492.3,3083.34,12,37000.05
06/09/24,Market Playa Dormida,188,Negro Te Hatsu Vidrio X400ml,SM0795231,3151.26,0.0,19,598.74,3750.0,6,22500.0
06/09/24,Market Playa Dormida,4291,Canada Dry X300ml,SM0795231,1634.8,0.0,19,310.61,1945.41,24,46689.89
06/09/24,Market Playa Dormida,1459,Jugo Hit De Mora X500ml,SM0795231,1750.7,0.0,19,332.63,2083.33,12,25000.0
06/09/24,Market Playa Dormida,4362,BRETAÑA LIMON & JENGIBRE,SM0795231,3068.57,0.0,5,153.43,3222.0,6,19331.99
06/09/24,Market Playa Dormida,4365,BRETAÑA MANGON & PIÑA,SM0795231,3894.29,0.0,5,194.71,4089.0,6,24534.03
06/09/24,Market Playa Dormida,4036,IMPOCONSUMO,SM0795231,12066.0,0.0,0,0.0,12066.0,1,12066.0
03/09/24,Market Samaria,1613,CAFE TOSTAO GOURMET220 G,SM0795529,9904.76,0.0,5,495.24,10400.0,2,20800.0
03/09/24,Market Samaria,1454,Redbull En Lata S/azucar X 250ml,SM0795514,4705.88,0.0,19,894.12,5600.0,8,44800.0
03/09/24,Market Samaria,1467,Gaseosa Colombiana 1.5 Lt,SM0795514,2801.12,0.0,19,532.21,3333.33,12,39999.99
03/09/24,Market Samaria,1622,SODA HATSU LIMON & HIERBABUENA,SM0795514,2135.85,0.0,19,405.81,2541.66,6,15249.97
03/09/24,Market Samaria,4172,Agua Cristal 600 Ml Sin Gas,SM0795514,1154.0,0.0,0,0.0,1154.0,264,304656.0
03/09/24,Market Samaria,1452,Soda Hatsu Frambuesa & Rosas X300ml,SM0795514,2135.85,0.0,19,405.81,2541.66,12,30499.94
03/09/24,Market Samaria,1466,Gaseosa Manzana Postobon 1.5 Lt,SM0795514,2801.12,0.0,19,532.21,3333.33,12,39999.99
03/09/24,Market Samaria,1190,Garrafa Agua 5 Litros Cristal,SM0795514,6700.0,0.0,0,0.0,6700.0,160,1072000.0
03/09/24,Market Samaria,1469,Gaseosa Canada Dry 1.5,SM0795514,3501.4,0.0,19,665.27,4166.67,12,50000.0
03/09/24,Market Samaria,2610,Agua Cristal Botellon 20lts,SM0795514,13350.0,0.0,0,0.0,13350.0,17,226950.0
03/09/24,Market Samaria,4191,Jugo Hit Lulo Pet X 500 Ml,SM0795514,1750.7,0.0,19,332.63,2083.33,12,25000.0
03/09/24,Market Samaria,1453,Redbull Lata X 250ml,SM0795514,4842.44,0.0,19,920.06,5762.5,8,46100.0
03/09/24,Market Samaria,1468,GASEOSA BRETAÑA 1.5 LITROS,SM0795514,3333.33,0.0,0,0.0,3333.33,24,79999.92
